apartment_name,nearbylocation
Sobha Marvella,"[('Orchids The International School', '2 km'), ('Christ University', '2 km'), ('Sakra World Hospital', '2 km'), ('Bellandur Road Railway Station', '2 km'), ('Market Square Mall', '2 km'), ('NH 44', '1 km'), ('Global Technology Park', '3 km')]"
Sobha Neopolis,"[('Sarah Montessori School', '1.4 km'), ('Annamalai University Bangalore', '6.1 km'), ('Akra World Hospital', '5.6 km'), ('Kadubeesanahalli Metro Station', '5.4 km'), ('SH 35', '3.9 km'), ('Virginia Mall', '6.4 km'), ('Aurbis Business Parks', '5 km')]"
Sobha Oakshire,"[('New Manasa Hospital', '2.0 km'), ('Chanakya University', '2.5 km'), ('Devanahalli Railway Station', '2.0 km'), ('Aarnav Business Park', '3.0 km'), ('Dr. A.P.J Abdul Kalam English School', '2.0 km')]"
Sobha Onyx,"[('GHPS Agara', '2 km'), ('Cambridge Public School BBMP Agara', '2 km'), ('HSR Bus Depot', '2 km'), ('Bellandur Road', '1 km'), ('Soul Space Spirit Central Mall', '2 km'), ('Ecospace Tech Park', '2 km')]"
Sobha Palm Court,"[('Shushrusha Hospital', '1.5 km'), ('G.S. St Sufi English School', '1.8 km'), ('Jhanajothy Pre University College', '2.0 km'), ('Yelahanka Junction', '2.5 km'), ('The Galleria Mall', '3.0 km'), ('Jakkur Aerodrome', '1.5 km'), ('NH44', '2.0 km')]"
Sobha Petunia,"[('Navya Hospital', '1.5 km'), ('Sri Sai Hospital', '2.0 km'), ('Kensri School', '1.8 km'), ('Nagawara Metro Station', '2.0 km'), ('Elements Mall', '2.5 km')]"
Sobha Rajvilas,"[('Railway Hospital', '2.0 km'), ('Windermere High School', '1.8 km'), ('KSR Metro Station', '1.5 km'), ('Lulu Mall Bengaluru', '2.0 km'), ('Bangalore City University', '2.0 km')]"
Sobha Rajvilas_4th,"[('Railway Hospital', '2.0 km'), ('Windermere High School', '1.8 km'), ('KSR Metro Station', '1.5 km'), ('Lulu Mall Bengaluru', '2.0 km'), ('Bangalore City University', '2.0 km')]"
Sobha Rose,"[('Delhi Public School', '2 km'), ('Neev School', '2 km'), ('Agarwal Eye Hospital', '2 km'), ('Whitefield Railway Station', '2 km'), ('Nexus Whitefield Mall', '2 km')]"
Sobha Royal Crest,"[('SS Sparsh Hospital', '2.0 km'), ('National Hill View Public School', '1.8 km'), ('Mysuru Road Metro Station', '1.5 km'), ('PES University', '2.0 km'), ('Gopalan Arcade Mall', '2.0 km')]"
Sobha Royal Pavilion,"[('Vemana Hospital', '2.0 km'), ('CMR Gandhi Public School', '2.5 km'), ('Karmelaram Railway Station', '2.0 km'), ('Market Square Mall', '2.5 km'), ('St Jeromes College', '3.0 km')]"
Sobha Royal View,"[('Samastha Hospitals Pvt Ltd', '2.0 km'), ('Gubbalala School', '1.8 km'), ('Uttarahalli Bus Station', '1.5 km'), ('RNS Institute of Technology', '2.0 km'), ('Quality Nursing Institute', '2.0 km')]"
Sobha Ruby,"[('Prakriya Hospitals', '2.0 km'), ('Surabhi International School', '1.8 km'), ('Nagasandra Metro Station', '1.5 km'), ('Christ University', '2.0 km'), ('Yesvantpur Bypass Station', '2.0 km')]"
Sobha Sapphire,"[('North Side Hospital and Diagnostic Centre', '1.5 km'), ('Amrutha Hospital', '1.8 km'), ('I Play I Learn', '1.0 km'), ('Yelahanka Junction', '3.0 km'), ('The Galleria Mall', '3.5 km'), ('Doddaballapur Main Road', '1.0 km')]"
Sobha Sentosa,"[('Orchids The International School', '2 km'), ('Patel Group of Institutions', '2 km'), ('Manipal Hospital Varthur Road', '2 km'), ('Seetharampalya Metro Station', '2 km'), ('SH 35', '1 km'), ('Brookefield Mall', '2 km'), ('International Tech Park Bangalore', '2 km')]"
Sobha Sterling Infia,"[('Government Civil Hospital', '0.4 km'), ('Freedom International School', '1.7 km'), ('The Oxford College of Science', '1.8 km'), ('Agara Bus Stop', '0.5 km'), ('Care Hospital', '2.3 km')]"
Sobha Sunscape,"[('RV College of Architektur', '1.8 km'), ('The Study', '2.0 km'), ('Nagegowdanapalya Bus Stop', '1.5 km')]"
Sobha Valley View,"[('Vittal Eye Hospital', '2.0 km'), ('PES University', '1.8 km'), ('Nayandahalli Metro Station', '1.5 km'), ('Global Academy of Technology', '2.0 km'), ('B M Valley School', '2.0 km')]"
Sobha Victoria Park,"[('Kalyan Nagar Metro Station', '2.0 km'), ('Elements Mall', '2.5 km'), ('Bangalore International School', '2.0 km'), ('Kristu Jayanti College', '2.5 km'), ('Altius Superspeciality Hospitals', '2.0 km'), ('Thanisandra Main Road', '1.0 km'), ('Manyata Tech Park', '3.0 km')]"
Sobha Windsor,"[('Garden City University', '13.7 km'), ('Manipal Hospital', '3.7 km'), ('Kadugodi Tree Park Metro Station', '3.1 km'), ('Whitefield Railway Station', '4.1 km'), ('SH 35', '1.9 km'), ('Nexus Whitefield Mall', '3.1 km'), ('International Tech Park Bangalore', '4.3 km')]"
Sobha Zircon,"[('Chaitanya Medical Centre', '1.5 km'), ('Jayalakshmi Hospital', '2.0 km'), ('Jnanadeepika School', '1.8 km'), ('Yelahanka Junction', '2.5 km'), ('The Galleria Mall', '2.0 km')]"
Soma Silver House,"[('Hospitec Multispeciality Hospital', '2.0 km'), ('Jnanajyothi Eng School', '1.8 km'), ('Singasandra Metro Station', '1.5 km'), ('Apollo Clinic', '2.0 km'), ('New Bharat International Kudlu Gate Bommana Halli', '2.0 km')]"
Son Park South,"[('Apollo Hospital', '1.0 km'), ('Lords School', '2.6 km'), ('The Brigade School', '2.2 km'), ('Bangalore Central', '1.8 km'), ('Prime Spectrum Mall', '2.1 km')]"
Son Soni Armani,"[('South City Hospital', '2.0 km'), ('Athena Public School', '1.8 km'), ('Southend Metrorail Station', '1.5 km'), ('Gopalan Arcade Mall', '2.0 km'), ('Jnanodaya Pre University', '2.0 km')]"
Sona Vistaas Bannerghatta Road,"[('Royal Meenakshi Mall', '3.0 km'), ('Fortis Hospital', '3.0 km'), ('BGS Public School', '4.0 km'), ('Apollo Hospital', '4.0 km'), ('Vega City Mall', '5.0 km')]"
Soundarya Pride,"[('K.C. General Hospital', '1.5 km'), ('Leela Hospital and Diagnostic Center', '1.8 km'), ('Bangalore Education Society', '1.0 km'), ('Malleshwaram Railway Station', '1.5 km'), ('Mantri Square Mall', '2.0 km'), ('City Central Library', '1.2 km')]"
South Avenue Layout,"[('Vijayashree Hospitals', '1.5 km'), ('Krishna Medicals', '0.8 km'), ('Silicon Valley LPS', '1.8 km'), ('KFC', '1.2 km'), ('Immaculate Conception Church', '1.0 km')]"
Sovereign Santhivasa,"[('Balaji Nursing Home', '2 km'), ('Sri Lakshmi Multi Speciality Hospital', '2 km'), ('Town Hospital', '2 km'), ('Sarjapur Main Road', '1 km'), ('Global Indian International School', '2 km'), ('RGA Techpark', '3 km'), ('Carmelaram Railway Station', '3 km')]"
Sowmya Skyla Kammasandra,"[('St. Joseph Chaminade Academy', '2.4 km'), ('Pringleaf Hospital', '4.5 km'), ('Electronic City Metro Station', '3.0 km'), ('The Oterra Hotel', '8.0 km'), ('Karmelaram Railway Station', '12.7 km')]"
Sowparnika Aashiyana,"[('St. Thomas School', '2 km'), ('Delhi Public School', '2 km'), ('Kuvempu Smaraka Vidya Kendra School', '2 km'), ('Agarwal Eye Hospital', '2 km'), ('Whitefield (Kadugodi) Metro Station', '2 km'), ('Nexus Shantiniketan Mall', '3 km')]"
Sowparnika Ashiyana,"[('NH648', '1 km'), ('Kadugodi Metro Station', '2 km'), ('Channasandra Main Road', '1.5 km'), ('Shri Ram Global School', '3 km'), ('New Life Hospital', '3.5 km'), ('MVJ College of Engineering', '4 km'), ('Nexus Shantiniketan Mall', '4.5 km')]"
Sowparnika Chandrakantha Phase 2,"[('Global Indian International School GIIS', '2 km'), ('Balaji Nursing Home', '2 km'), ('Sri Lakshmi Multi Speciality Hospital', '2 km'), ('Sarjapur Main Road', '1 km'), ('RGA Techpark', '3 km'), ('Carmelaram Railway Station', '3 km')]"
Sowparnika Columns,"[('Soukya Road', '1 km'), ('Whitefield Kadugodi Metro Station', '2 km'), ('NH648', '1.5 km'), ('Shri Ram Global School', '3 km'), ('RKB Sanjeevini Hospital', '3.5 km'), ('MVJ College of Engineering', '4 km'), ('Nexus Shantiniketan Mall', '5 km')]"
Sowparnika Flamenco,"[('Town Hospital Sarjapura', '2.0 km'), ('St. Philomenas English School', '1.8 km'), ('Apple City Mall', '2.5 km'), ('Azim Premji University', '3.0 km'), ('RGA Techpark', '3.5 km')]"
Sowparnika Indraprastha,"[('NH648', '1 km'), ('Whitefield (Kadugodi) Metro Station', '2 km'), ('Bangalore International Academy', '2 km'), ('RKB Sanjeevini Hospital', '3 km'), ('Vidyavana PU College', '3 km'), ('International Tech Park Bangalore', '5 km'), ('Nexus Shantiniketan Mall', '5 km')]"
Sowparnika Olivia Nest,"[('Bagalur - Sarjapur Road', '1 km'), ('Aikhyatha Public School', '2 km'), ('Town Hospital Sarjapura', '3 km'), ('Forum Mall The Prestige City', '3 km'), ('Azim Premji University', '4 km'), ('Prestige Tech Park', '4 km'), ('Beratena Agrahara Metro Station (upcoming)', '5 km')]"
Sowparnika Pragati,"[('Hope Farm Metro Station', '3 km'), ('Chikka Thirupati Road', '1 km'), ('Sri Ram Public School', '2 km'), ('Town Hospital Sarjapura', '3 km'), ('Azim Premji University', '4 km'), ('Forum The Prestige City', '4 km'), ('Aurbis Business Parks Pvt Ltd', '5 km')]"
Sowparnika Sanvi Phase 1,"[('Whitefield Global School', '2 km'), ('St. Thomas School', '2 km'), ('MVJ College of Engineering', '2 km'), ('Vasan Eye Care', '2 km'), ('Whitefield Metro Station', '2 km'), ('Inorbit Mall', '2 km')]"
Sowparnika Sanvi Phase 2,"[('Whitefield Global School', '2 km'), ('MVJ College of Engineering', '3 km'), ('Bhagwan Mahavir Jain Health Center', '2 km'), ('KR Puram Railway Station', '2 km'), ('Old Madras Road', '1 km'), ('Gopalan Signature Mall', '2 km')]"
Sowparnika Sunray,"[('Kengeri Metro Station', '6.3 km'), ('Christ University Kengeri Campus', '2.7 km'), ('Tattva School', '3.4 km'), ('HK Hospital', '6.1 km'), ('Gopalan Arcade Mall', '11.2 km')]"
Sowparnika Swastika,"[('N.R. Hospital', '2.0 km'), ('Attibele Bus Stop', '1.5 km'), ('Sri Raghava Childrens And General Hospital', '2.0 km'), ('Aastha Hospital', '2.0 km')]"
Sowparnikaa Swastika Apartment,"[('Attibele Bus Stand', '1.5 km'), ('Elite Hospital', '2.0 km'), ('N.R. Hospital', '2.0 km'), ('Saraswathi Healthcare', '2.0 km'), ('Shanvi Dental Clinic', '2.0 km')]"
Sparkle Marquise,"[('Vijayashree Hospitals', '1.5 km'), ('Skalvi International School', '1.8 km'), ('Royal Meenakshi Mall', '2.0 km'), ('Kengeri Metro Station', '3.0 km'), ('Christ University Bannerghatta', '2.5 km')]"
Spectra Palmwoods,"[('Vydehi School of Excellence', '2 km'), ('Bright Beginnings Preschool', '2 km'), ('Whitefield Main Road', '1 km'), ('Forum Value Mall', '2 km'), ('ITPL Tech Park', '2 km')]"
Spectra Raaya,"[('Ryan International School', '2.9 km'), ('Arunodaya College', '2.5 km'), ('Manipal Hospital', '2.5 km'), ('Whitefield Main Road', '2.2 km'), ('D Mart', '1.1 km'), ('Brookefield Mall', '2.3 km')]"
Spectra Raaya Siddapura,"[('Ryan International School', '2.9 km'), ('Arunodaya College', '2.5 km'), ('CMR College', '2.8 km'), ('Manipal Hospital', '2.5 km'), ('Brookefield Mall', '2.3 km'), ('Whitefield Main Road', '2.2 km')]"
Splendid Lake Breeze,"[('Mathru Hospital', '2.0 km'), ('Little Angels High School', '1.8 km'), ('Yelachenahalli Metro Station', '1.5 km'), ('SVR College', '2.0 km'), ('Dayananda Sagar University', '2.0 km')]"
Splendid Lake Dews,"[('Jayashree Multi Speciality Hospital', '2.0 km'), ('St Pauls School Begur', '1.8 km'), ('Yelenahalli Bus Stop', '1.5 km'), ('Government Primary School Yelenahalli', '2.0 km'), ('St Anns School Begur', '1.8 km')]"
Sravyas Flute,"[('Ekya School', '2 km'), ('CMR Institute of Technology', '2 km'), ('Vasan Eye Care Hospital Marathalli', '2 km'), ('Aayug Multi Speciality Hospital', '2 km'), ('Kundalahalli Metro Station', '2 km'), ('Kalyani Tech Park', '2 km')]"
Sree Pranathi Garden,"[('Samastha Hospitals Pvt Ltd', '1.5 km'), ('Kammavari Sangha Institute of Technology', '2.0 km'), ('Gubbalala School', '2.0 km'), ('RMS International School', '2.5 km'), ('Konanakunte Government Hospital', '2.0 km')]"
Sree Pride Apartment,"[('Mother Mary English School', '2 km'), ('Maruthi Vidyalaya', '2 km'), ('St. George College of Management Science & Nursing', '2 km'), ('Motherhood Women & Children Hospital', '2 km'), ('Banaswadi Main Road', '1 km'), ('Kammanahalli Main Road', '2 km')]"
Sree Ram Priya Gardenia,"[('Bharathi Hospitals', '2.0 km'), ('Sri Krishna PU College', '1.8 km'), ('Kaveri Nagar Bus Stop', '1.5 km'), ('Prashanth Nursing Home', '2.0 km'), ('SSM Public School', '2.0 km')]"
Sree Shakthi Homes,"[('Hebbagodi Metro Station', '1.5 km'), ('JJ Hospitals', '1.5 km'), ('Vimalaya Hospital', '2.0 km'), ('Ebenezer International School', '1.8 km'), ('Infosys Office', '2.5 km')]"
Sreeda Pride,"[('Amrita School of Engineering', '2 km'), ('Stanford Speciality Hospital', '2 km'), ('Apollo Clinic', '2 km'), ('Sarjapur Main Road', '1 km'), ('Market Square Mall', '3 km'), ('Carmelaram Railway Station', '3 km')]"
Sri Balaji Ashirwad,"[('Uttarahalli Bus Station', '1.5 km'), ('Unity Hospital', '2.0 km'), ('RNS Institute of Technology', '1.8 km'), ('JSS Academy of Technical Education', '2.5 km'), ('Government School', '2.0 km')]"
Sri Balaji Serene,"[('Omega Multispeciality Hospital', '2.0 km'), ('Ryan International School', '1.5 km'), ('Yelahanka Junction', '2.0 km'), ('The Galleria Mall', '2.0 km'), ('Nagarjuna Pre University College', '1.0 km'), ('Yelahanka Metro Station', '1.0 km'), ('Manyata Tech Park', '3.0 km')]"
Sri Balaji Serene Yelahanka,"[('Nagarjuna Pre University College', '1.3 km'), ('Doddaballapur Main Road', '1.6 km'), ('Omega Multispeciality Hospital', '3.6 km'), ('The Galleria Mall', '4.4 km'), ('Yelahanka Junction', '4.4 km'), ('Yelahanka Metro Station', '5.4 km'), ('Ryan International School', '8.2 km')]"
Sri Balaji Serenity,"[('Srujana Hospital', '2.0 km'), ('Sacretis School', '1.8 km'), ('Wipro EC Bus Stand', '1.5 km'), ('E-City Family Dental Centre', '1.8 km')]"
Sri Balaji Signature,"[('Cratis Hospital', '1.5 km'), ('Carmel English School', '1.0 km'), ('Sarovara Arcade', '1.0 km'), ('Elements Mall', '3.0 km'), ('Thanisandra Railway Station', '2.5 km'), ('Bhartiya Mall of Bengaluru', '2.0 km'), ('REVA University', '3.5 km')]"
Sri Chakra Blossom,"[('E-City Family Dental Centre', '1.8 km'), ('Trust Medicals', '0.8 km'), ('Euro Kids', '1.5 km'), ('KFC', '1.2 km')]"
Sri Charitha Classic Apartment,"[('Vibgyor High Marathahalli', '2 km'), ('Big Bazaar', '2 km'), ('Government Hospital', '2 km'), ('SH 35', '1 km'), ('ITPL Metro Station', '3 km'), ('Brookefield Mall', '3 km')]"
Sri Krishna Excel Stone,"[('Neev School', '2 km'), ('Government Hospital', '2 km'), ('Varthur Main Road', '1 km'), ('Whitefield Metro Station', '3 km'), ('Jagriti Theatre', '2 km')]"
Sri Venkatadri Homes,"[('Singasandra Metro Station', '1.5 km'), ('Blossom Multispecialty Hospital', '2.0 km'), ('St Joseph Eng Sch', '2.0 km'), ('Azim Premji University', '2.5 km'), ('Oxford School Beratena Agrahara', '2.0 km')]"
Sterling Villa Grande,"[('Narayana Olympiad School', '2 km'), ('Pragathi PU College', '2 km'), ('Hoodi Halt Railway Station', '2 km'), ('SH 35', '1 km'), ('Grandcity Market', '2 km'), ('International Tech Park Bangalore', '2 km')]"
Sumadhura Eden Garden,"[('Lake Montfort School', '2 km'), ('The Bangalore School', '2 km'), ('New Life Hospital', '2 km'), ('Ascendas Park Square Mall', '2 km'), ('Hoodi Halt Railway Station', '2 km'), ('SH 35', '1 km'), ('International Tech Park', '3 km')]"
Sumadhura Lake Breeze,"[('Vibgyor High Marathahalli', '2 km'), ('Big Bazaar', '2 km'), ('Government Hospital', '2 km'), ('SH 35', '1 km'), ('ITPL Metro Station', '3 km'), ('Brookefield Mall', '3 km')]"
Sumadhura Sushantham Phase 2,"[('Vidya Spoorthi School', '2.2 km'), ('Kodigehalli Railway Station', '3.0 km'), ('BEL Road', '4.0 km'), ('Ajeenkya DY Patil University', '4.5 km'), ('Aster CMI Hospital', '6.2 km'), ('The Galleria Mall', '7.1 km'), ('Embassy Manyata Business Park', '10.5 km')]"
Sumuk Square,"[('Royal Concorde School', '1.5 km'), ('Sambhrama College', '1.5 km'), ('Narayana Hrudayalaya', '5.0 km'), ('Mall of Asia', '4.0 km'), ('The Galleria Mall', '6.0 km'), ('Yelahanka Junction', '4.0 km'), ('Bellary Road', '1.0 km')]"
Supertech Micasa,"[('Elements Mall', '2.0 km'), ('Delhi Public School', '2.0 km'), ('Columbia Asia Hospital', '2.0 km'), ('Aster CMI Hospital', '1.5 km'), ('KNS Group of Institutes', '2.5 km'), ('Manyata Tech Park', '3.0 km'), ('Yelahanka Junction', '3.0 km')]"
Suraksha Heritage Park,"[('Fortis Hospital', '4.0 km'), ('Apollo Hospital', '4.0 km'), ('VIBGYOR High School', '2.7 km'), ('Royal Meenakshi Mall', '4.2 km'),  ('T. Anthonys School', '1.3 km')]"
Svamitva Emerald Square,"[('Hebbagodi Metro Station', '1.5 km'), ('Mazumdar Shaw Medical Center', '2.0 km'), ('J.M Public English High School', '1.8 km'), ('Heelalige Railway Station', '2.0 km'), ('BTL Institute of Technology', '2.5 km')]"
Swomya Nest,"[('Saraswati Vidya Mandir', '2 km'), ('Comfort Multispeciality Hospital', '2 km'), ('Sree Lakshmi Hospital', '2 km'), ('Mahadevapura Metro Station', '2 km'), ('Old Madras Road', '1 km'), ('Phoenix Market City', '3 km')]"
TVS Emerald Isle of Trees,"[('Baptist Hospital', '1.5 km'), ('Poornima Hospital', '2.0 km'), ('Sukrupa School', '1.8 km'), ('Hebbal Railway Station', '2.0 km'), ('Elements Mall', '2.5 km')]"
TVS Emerald Jard,"[('Hosa Road Metro Station', '1.5 km'), ('Hospitec Multispeciality Hospital', '2.0 km'), ('Relic International School', '1.8 km'), ('Nexus Mall Koramangala', '3.0 km'), ('Dayananda Sagar University', '2.5 km')]"
TVS Emerald Jardin,"[('Hospitec Multispeciality Hospital', '2.0 km'), ('Relic International School', '1.5 km'), ('Singasandra Metro Station', '2.0 km'), ('Dayananda Sagar University', '2.5 km'), ('Nexus Mall Koramangala', '5.0 km')]"
TVS Isle of Trees,"[('Chirayu Hospital', '2.5 km'), ('Morning Star Public School', '1.7 km'), ('Bhartiya Mall of Bengaluru', '6.3 km'), ('Elements Mall', '4.6 km'), ('Thanisandra Main Road', '3.7 km'), ('SH104', '2.5 km'), ('REVA University', '3.6 km')]"
Tata The Promont,"[('Aditi Public School', '1.8 km'), ('Vinayaka Hospital', '3.1 km'), ('PES University', '2.0 km'), ('Nayandahalli Metro Station', '4.8 km'), ('Alankar Mall', '0.12 km')]"
The Five Summits Address,"[('Gopalan International School', '2 km'), ('Cloudnine Hospital', '2 km'), ('Hoodi Bus Stop', '2 km'), ('Forum Shantiniketan Mall', '2 km'), ('International Tech Park', '2 km')]"
The Presidential Tower,"[('Parsh Hospital Yeshwanthpur', '1.8 km'), ('Yeshwanthpur Metro Station', '0.95 km'), ('MS Ramaiah University', '6.2 km'), ('Orion Mall', '2.5 km'), ('Yeshvantpur Junction Railway Station', '5.9 km')]"
Top Class Builder,"[('Manipal Clinic', '1.5 km'), ('Cambridge School Kothanur', '2.0 km'), ('Arekere MICO Layout Bus Station', '1.5 km'), ('Narayana Hrudayalaya Dental Clinic', '2.0 km'), ('New Nobal School Arkere', '2.0 km')]"
Total Environment In That Quiet Earth,"[('K.R. Pura Metro Station', '2.0 km'), ('Bhartiya Mall of Bengaluru', '2.5 km'), ('ORCHIDS The International School', '2.0 km'), ('Garden City University', '3.0 km'), ('Kriyashila Hospitals', '2.5 km'), ('Channasandra Railway Station', '3.5 km'), ('Elements Mall', '3.0 km')]"
Total Environment Windmills of Your Mind,"[('Gopalan Pre University College', '2 km'), ('Manipal Hospital Whitefield', '2 km'), ('Whitefield Metro Station', '2 km'), ('Hoodi Railway Station', '2 km'), ('Ascendas Park Square Mall', '2 km'), ('SH 35', '1 km'), ('International Tech Park Bangalore', '2 km')]"
Trendsquares Ortus 3,"[('NH 7', '1.0 km'), ('Manipal Hospital Hebbal', '3.1 km'), ('Embassy Manyata Business Park', '3.3 km'), ('Esteem Mall', '3.5 km'), ('Trio World Academy', '3.5 km'), ('Impact College of Engineering', '3.9 km'), ('S L V Vidyanikethan School', '2.5 km')]"
Triaxis Splendour Plus,"[('Hoskote Government Hospital', '500 m'), ('Hoskote Junction', '1 km'), ('New Horizons School', '1 km'), ('Bharath Matha School', '2 km'), ('Sri Srinivasa Hospital Bengaluru Rural', '2 km'), ('Chaitanya Medical Center', '2 km'), ('Orion Uptown Mall', '3 km')]"
UKN The Belvedere Airport District,"[('M. S. Engineering College', '2.1 km'), ('Govt. Lower Primary School', '2.3 km'), ('Sadahalli Post Office', '2.6 km'), ('Vidyashilp University', '5.3 km'), ('NH44', '2.8 km'), ('Easyday Club', '5.1 km')]"
Unishire Terraza,"[('Baptist Hospital', '1.5 km'), ('Poornima Hospital', '2.0 km'), ('Sukrupa School', '1.8 km'), ('Hebbal Railway Station', '2.0 km'), ('Elements Mall', '2.5 km')]"
